Date (GMT),Rate**
20-Dec-17,110.45
21-Dec-17,110.45
22-Dec-17,110.69
23-Dec-17,110.6
24-Dec-17,110.6
25-Dec-17,110.495
26-Dec-17,110.45
27-Dec-17,110.7
28-Dec-17,110.7055
29-Dec-17,110.6999
30-Dec-17,110.54
31-Dec-17,110.54
01-Jan-18,110.54
02-Jan-18,110.432
03-Jan-18,110.7351
04-Jan-18,110.7003
05-Jan-18,110.7492
06-Jan-18,110.96
07-Jan-18,110.96
08-Jan-18,110.7499
09-Jan-18,110.75
10-Jan-18,110.7517
11-Jan-18,110.75
12-Jan-18,110.755
13-Jan-18,110.04
14-Jan-18,110.04
15-Jan-18,110.001
16-Jan-18,110.755
17-Jan-18,110.75
18-Jan-18,110.6524
19-Jan-18,110.755
20-Jan-18,111.2
21-Jan-18,111.2
22-Jan-18,110.7549
23-Jan-18,110.7501
24-Jan-18,110.55
25-Jan-18,110.574
26-Jan-18,110.55
27-Jan-18,110.55
28-Jan-18,110.55
29-Jan-18,110.76
30-Jan-18,110.76
31-Jan-18,110.95
01-Feb-18,110.55
02-Feb-18,110.57
03-Feb-18,110.55
04-Feb-18,110.55
05-Feb-18,110.56
06-Feb-18,110.834
07-Feb-18,110.76
08-Feb-18,110.65
09-Feb-18,110.7599
10-Feb-18,110.7599
11-Feb-18,110.7599
12-Feb-18,110.76
13-Feb-18,110.611
14-Feb-18,110.61
15-Feb-18,110.6
16-Feb-18,110.6001
17-Feb-18,110.6001
18-Feb-18,110.6001
19-Feb-18,111.409
20-Feb-18,110.695
21-Feb-18,110.5701
22-Feb-18,110.57
23-Feb-18,110.7101
24-Feb-18,110.87
25-Feb-18,110.87
26-Feb-18,110.765
27-Feb-18,110.55
28-Feb-18,110.62
01-Mar-18,110.6
02-Mar-18,110.76
03-Mar-18,110.65
04-Mar-18,110.65
05-Mar-18,110.75
06-Mar-18,110.75
07-Mar-18,110.6205
08-Mar-18,110.7651
09-Mar-18,110.7259
10-Mar-18,110.7259
11-Mar-18,110.7259
12-Mar-18,110.5801
13-Mar-18,110.6
14-Mar-18,110.62
15-Mar-18,110.62
16-Mar-18,110.7601
17-Mar-18,110.625
18-Mar-18,110.625
19-Mar-18,110.6
20-Mar-18,110.62
21-Mar-18,110.621
22-Mar-18,115.73
23-Mar-18,115.6
24-Mar-18,115.475
25-Mar-18,115.475
26-Mar-18,115.5999
27-Mar-18,115.6
28-Mar-18,115.55
29-Mar-18,115.5249
30-Mar-18,115.7099
01-Apr-18,115.625
02-Apr-18,115.7249
03-Apr-18,115.7249
04-Apr-18,115.725
05-Apr-18,115.6933
06-Apr-18,115.5
07-Apr-18,115.5
08-Apr-18,115.5
09-Apr-18,115.474
10-Apr-18,115.7799
11-Apr-18,115.7
12-Apr-18,115.7699
13-Apr-18,115.6013
14-Apr-18,115.6
15-Apr-18,115.6
16-Apr-18,115.7749
17-Apr-18,115.6
18-Apr-18,115.5937
19-Apr-18,115.65
20-Apr-18,115.7749
21-Apr-18,115.68
22-Apr-18,115.68
23-Apr-18,115.77
24-Apr-18,115.7697
25-Apr-18,115.7748
26-Apr-18,115.65
27-Apr-18,115.6
28-Apr-18,115.6
29-Apr-18,115.6
30-Apr-18,115.65
01-May-18,115.65
02-May-18,115.7793
03-May-18,115.7749
04-May-18,115.7749
05-May-18,115.685
06-May-18,115.685
07-May-18,115.768
08-May-18,115.6
09-May-18,115.55
10-May-18,115.6
11-May-18,115.568
12-May-18,115.55
13-May-18,115.59
14-May-18,115.5999
15-May-18,115.626
16-May-18,115.626
17-May-18,115.81
18-May-18,115.78
19-May-18,115.69
20-May-18,115.69
21-May-18,115.7749
22-May-18,115.5401
23-May-18,115.775
24-May-18,115.6
25-May-18,115.65
26-May-18,115.6
27-May-18,115.6
28-May-18,115.7751
29-May-18,115.775
30-May-18,115.775
31-May-18,115.6044
01-Jun-18,115.575
02-Jun-18,116.185
03-Jun-18,116.185
04-Jun-18,115.6
05-Jun-18,115.78
06-Jun-18,115.55
07-Jun-18,115.65
08-Jun-18,115.78
09-Jun-18,115.34
10-Jun-18,115.34
11-Jun-18,115.78
12-Jun-18,115.88
13-Jun-18,118.87
14-Jun-18,118.245
15-Jun-18,119.875
16-Jun-18,119.875
17-Jun-18,119.875
18-Jun-18,119.345
19-Jun-18,121.2999
20-Jun-18,121.5001
21-Jun-18,121.6361
22-Jun-18,121.625
23-Jun-18,121.6
24-Jun-18,121.6
25-Jun-18,121.65
26-Jun-18,121.6705
27-Jun-18,121.7299
28-Jun-18,121.7349
29-Jun-18,121.7349
30-Jun-18,121.7349
01-Jul-18,121.7349
02-Jul-18,121.7149
03-Jul-18,121.7249
04-Jul-18,121.755
05-Jul-18,121.7249
06-Jul-18,121.7249
07-Jul-18,121.23
08-Jul-18,121.23
09-Jul-18,121.74
10-Jul-18,121.64
11-Jul-18,121.73
12-Jul-18,121.755
13-Jul-18,121.71
14-Jul-18,121.55
15-Jul-18,121.55
16-Jul-18,121.55
17-Jul-18,127.9
18-Jul-18,127.85
19-Jul-18,128.55
20-Jul-18,128.45
21-Jul-18,128.315
22-Jul-18,128.315
23-Jul-18,128.265
24-Jul-18,128.27
25-Jul-18,129.14
26-Jul-18,129
27-Jul-18,129
28-Jul-18,129
29-Jul-18,129
30-Jul-18,121.59
31-Jul-18,122.66
01-Aug-18,124.06
02-Aug-18,122.925
03-Aug-18,124.15
04-Aug-18,124.1
05-Aug-18,124.1
06-Aug-18,123.04
07-Aug-18,123.1
08-Aug-18,123.21
09-Aug-18,123.95
10-Aug-18,123.975
11-Aug-18,123.95
12-Aug-18,123.95
13-Aug-18,123.95
14-Aug-18,124
15-Aug-18,122.55
16-Aug-18,123.2
17-Aug-18,123.25
18-Aug-18,123.25
19-Aug-18,123.25
20-Aug-18,122.41
21-Aug-18,122.455
22-Aug-18,122.415
23-Aug-18,122.55
24-Aug-18,122.45
25-Aug-18,122.075
26-Aug-18,122.075
27-Aug-18,123.055
28-Aug-18,123.08
29-Aug-18,123.005
30-Aug-18,123.025
31-Aug-18,122.99
01-Sep-18,122.99
02-Sep-18,122.99
03-Sep-18,123.11
04-Sep-18,123.195
05-Sep-18,123.1
06-Sep-18,123.12
07-Sep-18,123.22
08-Sep-18,123.22
09-Sep-18,123.22
10-Sep-18,123.28
11-Sep-18,123.025
12-Sep-18,123.18
13-Sep-18,123.1
14-Sep-18,123.09
15-Sep-18,123.875
16-Sep-18,123.875
17-Sep-18,123.85
18-Sep-18,123.125
19-Sep-18,123.515
20-Sep-18,123.7
21-Sep-18,123.75
22-Sep-18,123.15
23-Sep-18,123.15
24-Sep-18,123.72
25-Sep-18,123.25
26-Sep-18,123.75
27-Sep-18,123.75
28-Sep-18,123.6
29-Sep-18,123.15
30-Sep-18,123.15
01-Oct-18,123.25
02-Oct-18,123.35
03-Oct-18,123.275
04-Oct-18,123.45
05-Oct-18,123.345
06-Oct-18,122.84
07-Oct-18,122.84
08-Oct-18,122.97
09-Oct-18,122.95
10-Oct-18,133.275
11-Oct-18,131.11
12-Oct-18,130.815
13-Oct-18,133.25
14-Oct-18,133.25
15-Oct-18,133
16-Oct-18,132.88
17-Oct-18,132.95
18-Oct-18,132.97
19-Oct-18,133.345
20-Oct-18,133.345
21-Oct-18,133.345
22-Oct-18,133.625
23-Oct-18,133.55
24-Oct-18,133.625
25-Oct-18,133.46
26-Oct-18,133.51
27-Oct-18,133.51
28-Oct-18,133.51
29-Oct-18,133.25
30-Oct-18,132.5
31-Oct-18,132.625
01-Nov-18,132.75
02-Nov-18,133.68
03-Nov-18,133.35
04-Nov-18,133.35
05-Nov-18,133.66
06-Nov-18,133.69
07-Nov-18,133.61
08-Nov-18,133.62
09-Nov-18,133.5
10-Nov-18,134
11-Nov-18,134
12-Nov-18,133.85
13-Nov-18,133
14-Nov-18,134
15-Nov-18,134.25
16-Nov-18,134.44
17-Nov-18,133.375
18-Nov-18,133.375
19-Nov-18,134.42
20-Nov-18,134.25
21-Nov-18,134.42
22-Nov-18,134.425
23-Nov-18,134.42
24-Nov-18,134.485
25-Nov-18,134.485
26-Nov-18,134.42
27-Nov-18,134.46
28-Nov-18,134.16
29-Nov-18,134.25
30-Nov-18,140.25
01-Dec-18,140.2
02-Dec-18,139.565
03-Dec-18,137.65
04-Dec-18,139.1
05-Dec-18,138.55
06-Dec-18,138.55
07-Dec-18,139.11
08-Dec-18,138.75
09-Dec-18,138.75
10-Dec-18,138.75
11-Dec-18,138.975
12-Dec-18,139.85
13-Dec-18,139.1
14-Dec-18,139.05
15-Dec-18,139.1
16-Dec-18,139.1
17-Dec-18,139.125
18-Dec-18,139.2
19-Dec-18,139.905
20-Dec-18,139
21-Dec-18,139.86
22-Dec-18,139.15
23-Dec-18,139.15
24-Dec-18,139.15
25-Dec-18,139.15
26-Dec-18,139.85
27-Dec-18,139.85
28-Dec-18,139.125
29-Dec-18,139.125
30-Dec-18,139.125
31-Dec-18,139.8
01-Jan-19,139.8
02-Jan-19,139
03-Jan-19,139.125
04-Jan-19,139
05-Jan-19,139
06-Jan-19,139
07-Jan-19,139.05
08-Jan-19,139.86
09-Jan-19,139.88
10-Jan-19,139.86
11-Jan-19,139.875
12-Jan-19,139.875
13-Jan-19,139.875
14-Jan-19,138.95
15-Jan-19,138.95
16-Jan-19,139.05
17-Jan-19,139.88
18-Jan-19,139.88
19-Jan-19,139.2
20-Jan-19,139.2
21-Jan-19,139.92
22-Jan-19,139.875
23-Jan-19,139.86
24-Jan-19,139.875
25-Jan-19,139.875
26-Jan-19,139.215
27-Jan-19,139.215
28-Jan-19,139.125
29-Jan-19,139.2
30-Jan-19,139.735
31-Jan-19,138.55
01-Feb-19,138.5
02-Feb-19,138.45
03-Feb-19,138.45
04-Feb-19,138.625
05-Feb-19,138.75
06-Feb-19,138.75
07-Feb-19,138.75
08-Feb-19,138.8
09-Feb-19,139.65
10-Feb-19,139.65
11-Feb-19,139.125
12-Feb-19,139.8
13-Feb-19,139.2
14-Feb-19,139.9
15-Feb-19,139.9
16-Feb-19,139.15
17-Feb-19,139.15
18-Feb-19,139.65
19-Feb-19,138.55
20-Feb-19,139.2
21-Feb-19,139.15
22-Feb-19,139.73
23-Feb-19,139.69
25-Feb-19,138.725
26-Feb-19,139.83
27-Feb-19,139.125
28-Feb-19,139.1
01-Mar-19,139.7
02-Mar-19,138.625
03-Mar-19,138.625
04-Mar-19,139
05-Mar-19,139.8
06-Mar-19,139.05
07-Mar-19,139.1
08-Mar-19,139.75
09-Mar-19,139.75
10-Mar-19,139.445
11-Mar-19,139.735
12-Mar-19,139.3
13-Mar-19,139.275
14-Mar-19,139.86
15-Mar-19,139.86
16-Mar-19,139.25
17-Mar-19,139.25
18-Mar-19,140.08
19-Mar-19,140.11
20-Mar-19,140.14
21-Mar-19,140.175
22-Mar-19,140.24
23-Mar-19,139.65
24-Mar-19,139.985
25-Mar-19,140.59
26-Mar-19,140.59
27-Mar-19,140.57
28-Mar-19,140.57
29-Mar-19,140.81
30-Mar-19,140.825
31-Mar-19,140.825
01-Apr-19,140.84
02-Apr-19,140.31
03-Apr-19,141.65
04-Apr-19,141.57
05-Apr-19,141.44
07-Apr-19,141.44
08-Apr-19,141.59
09-Apr-19,141.625
10-Apr-19,141.625
11-Apr-19,141.64
12-Apr-19,141.35
13-Apr-19,142.14
14-Apr-19,141.595
15-Apr-19,141.66
16-Apr-19,141.66
17-Apr-19,141.65
18-Apr-19,141.65
19-Apr-19,141.67
20-Apr-19,141.6
21-Apr-19,141.6
22-Apr-19,141.6
23-Apr-19,141.66
24-Apr-19,141.59
25-Apr-19,141.625
26-Apr-19,141.65
27-Apr-19,141.29
28-Apr-19,141.29
29-Apr-19,141.625
30-Apr-19,141.59
01-May-19,141.64
02-May-19,141.5
03-May-19,141.45
04-May-19,141.45
05-May-19,141.45
06-May-19,141.5
07-May-19,141.49
08-May-19,141.59
09-May-19,141.625
10-May-19,141.625
11-May-19,141.625
12-May-19,141.625
13-May-19,141.625
14-May-19,141.675
15-May-19,141.63
16-May-19,145.875
17-May-19,148.25
18-May-19,148.2
19-May-19,148.2
20-May-19,146.77
21-May-19,152.24
22-May-19,152.375
23-May-19,151.875
24-May-19,151.75
25-May-19,151.465
26-May-19,151.465
27-May-19,150.875
28-May-19,151.49
29-May-19,150.76
30-May-19,150.77
31-May-19,146.86
01-Jun-19,146.875
02-Jun-19,146.16
03-Jun-19,146.85
04-Jun-19,148.25
05-Jun-19,151.21
06-Jun-19,146.95
07-Jun-19,149.54
08-Jun-19,149.54
09-Jun-19,149.54
10-Jun-19,151.25
11-Jun-19,151.9
12-Jun-19,151.9
13-Jun-19,153.125
14-Jun-19,156
15-Jun-19,156.37
16-Jun-19,156.37
17-Jun-19,157.125
18-Jun-19,157
19-Jun-19,157.125
20-Jun-19,157.125
21-Jun-19,157.14
22-Jun-19,157.14
23-Jun-19,157.14
24-Jun-19,157.25
25-Jun-19,157.35
26-Jun-19,156.9
27-Jun-19,163.5
28-Jun-19,158.65
29-Jun-19,163
30-Jun-19,163
01-Jul-19,162.76
02-Jul-19,158.43
03-Jul-19,163.125
04-Jul-19,157.925
05-Jul-19,158
06-Jul-19,156.9
07-Jul-19,156.9
08-Jul-19,158
09-Jul-19,158
10-Jul-19,158
11-Jul-19,158
12-Jul-19,158
13-Jul-19,158
14-Jul-19,158
15-Jul-19,159.52
16-Jul-19,159.52
17-Jul-19,159.625
18-Jul-19,159.74
19-Jul-19,159.94
20-Jul-19,160.025
21-Jul-19,160.025
22-Jul-19,159.68
23-Jul-19,159.91
24-Jul-19,160.99
25-Jul-19,160.9
26-Jul-19,161.01
27-Jul-19,161
28-Jul-19,161
29-Jul-19,161.125
30-Jul-19,160.625
31-Jul-19,160.57
01-Aug-19,160.5
02-Aug-19,158.21
03-Aug-19,159.55
04-Aug-19,159.55
05-Aug-19,160.25
06-Aug-19,160.25
07-Aug-19,159.75
08-Aug-19,159.875
09-Aug-19,157.5
10-Aug-19,157.95
11-Aug-19,157.95
12-Aug-19,160.25
13-Aug-19,160.25
14-Aug-19,160.25
15-Aug-19,160.25
16-Aug-19,159.765
18-Aug-19,159.765
19-Aug-19,159.955
20-Aug-19,160.15
21-Aug-19,160.15
22-Aug-19,160.09
23-Aug-19,156.6
24-Aug-19,157.015
25-Aug-19,157.015
26-Aug-19,157.55
27-Aug-19,159.5
28-Aug-19,158.75
29-Aug-19,156.99
30-Aug-19,157.5
31-Aug-19,157.5
01-Sep-19,157.5
02-Sep-19,156.75
03-Sep-19,156.75
04-Sep-19,156.75
05-Sep-19,156.7
06-Sep-19,156.225
07-Sep-19,155.51
08-Sep-19,155.51
09-Sep-19,156.75
10-Sep-19,156.5
11-Sep-19,156.5
12-Sep-19,156.45
13-Sep-19,156.65
14-Sep-19,156.65
15-Sep-19,156.65
16-Sep-19,156.1
